,Link,Title,Intro
10,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
11,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
12,/vinfo/us/security/news/cybercrime-and-digital-threats/hackers-exploit-instagram-api-flaw-to-steal-information-from-verified-users,Hackers Exploit Instagram API Flaw to Steal Information from Verified Users  ,Hackers abused a bug in Instagram’s API and gained access to prominent users’ contact information. The company confirmed that email addresses and phone numbers were stolen.   
13,/vinfo/us/security/news/cybercrime-and-digital-threats/facebook-instagram-and-tinder-were-down-what-this-means-for-you,"Facebook, Instagram, and Tinder Were Down: What This Means for You","Facebook, Instagram, Tinder, and other sites were down for about an hour. Facebook is back up now and has sent a brief word  of how a change in infrastructure configuration could have caused the outage."
14,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
15,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
16,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
17,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
18,https://www.securityweek.com/facebook-instagram-suffer-outage-deny-hacker-attack,"Facebook, Instagram Suffer Outage but Deny Hacker Attack","An an outage at Facebook on Jan. 26 was not the result of a third party attack, Facebook said, but occurred after the company introduced a change that affected its configuration systems.  [Read More]"
19,/vinfo/us/security/news/cybercrime-and-digital-threats/hackers-exploit-instagram-api-flaw-to-steal-information-from-verified-users,Hackers Exploit Instagram API Flaw to Steal Information from Verified Users  ,Hackers abused a bug in Instagram’s API and gained access to prominent users’ contact information. The company confirmed that email addresses and phone numbers were stolen.   
20,/vinfo/us/security/news/cybercrime-and-digital-threats/facebook-instagram-and-tinder-were-down-what-this-means-for-you,"Facebook, Instagram, and Tinder Were Down: What This Means for You","Facebook, Instagram, Tinder, and other sites were down for about an hour. Facebook is back up now and has sent a brief word  of how a change in infrastructure configuration could have caused the outage."
21,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
22,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
23,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
24,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
25,https://www.securityweek.com/facebook-instagram-suffer-outage-deny-hacker-attack,"Facebook, Instagram Suffer Outage but Deny Hacker Attack","An an outage at Facebook on Jan. 26 was not the result of a third party attack, Facebook said, but occurred after the company introduced a change that affected its configuration systems.  [Read More]"
26,https://www.securityweek.com/instagram-patches-privacy-vulnerability-exposed-private-photos,Instagram Patches Privacy Vulnerability That Exposed Private Photos,"A security published an advisory, detailing what he called a vulnerability that made it possible to gain access to private photo albums and profile information.  [Read More]"
27,/vinfo/us/security/news/cybercrime-and-digital-threats/hackers-exploit-instagram-api-flaw-to-steal-information-from-verified-users,Hackers Exploit Instagram API Flaw to Steal Information from Verified Users  ,Hackers abused a bug in Instagram’s API and gained access to prominent users’ contact information. The company confirmed that email addresses and phone numbers were stolen.   
28,/vinfo/us/security/news/cybercrime-and-digital-threats/facebook-instagram-and-tinder-were-down-what-this-means-for-you,"Facebook, Instagram, and Tinder Were Down: What This Means for You","Facebook, Instagram, Tinder, and other sites were down for about an hour. Facebook is back up now and has sent a brief word  of how a change in infrastructure configuration could have caused the outage."
29,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
30,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
31,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
32,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
33,https://www.securityweek.com/facebook-instagram-suffer-outage-deny-hacker-attack,"Facebook, Instagram Suffer Outage but Deny Hacker Attack","An an outage at Facebook on Jan. 26 was not the result of a third party attack, Facebook said, but occurred after the company introduced a change that affected its configuration systems.  [Read More]"
34,https://www.securityweek.com/instagram-patches-privacy-vulnerability-exposed-private-photos,Instagram Patches Privacy Vulnerability That Exposed Private Photos,"A security published an advisory, detailing what he called a vulnerability that made it possible to gain access to private photo albums and profile information.  [Read More]"
35,/vinfo/us/security/news/cybercrime-and-digital-threats/hackers-exploit-instagram-api-flaw-to-steal-information-from-verified-users,Hackers Exploit Instagram API Flaw to Steal Information from Verified Users  ,Hackers abused a bug in Instagram’s API and gained access to prominent users’ contact information. The company confirmed that email addresses and phone numbers were stolen.   
36,/vinfo/us/security/news/cybercrime-and-digital-threats/facebook-instagram-and-tinder-were-down-what-this-means-for-you,"Facebook, Instagram, and Tinder Were Down: What This Means for You","Facebook, Instagram, Tinder, and other sites were down for about an hour. Facebook is back up now and has sent a brief word  of how a change in infrastructure configuration could have caused the outage."
37,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
38,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
39,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
40,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
41,https://www.securityweek.com/facebook-instagram-suffer-outage-deny-hacker-attack,"Facebook, Instagram Suffer Outage but Deny Hacker Attack","An an outage at Facebook on Jan. 26 was not the result of a third party attack, Facebook said, but occurred after the company introduced a change that affected its configuration systems.  [Read More]"
42,https://www.securityweek.com/instagram-patches-privacy-vulnerability-exposed-private-photos,Instagram Patches Privacy Vulnerability That Exposed Private Photos,"A security published an advisory, detailing what he called a vulnerability that made it possible to gain access to private photo albums and profile information.  [Read More]"
43,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
44,https://www.securityweek.com/instagram-yields-user-outrage-over-privacy-policy-change,Instagram Yields to User Outrage Over Privacy Policy Change,"Instagram backed down from a planned policy change that appeared to clear the way for the mobile photo sharing service to sell pictures without compensation, after users cried foul.  [Read More]"
45,/vinfo/us/security/news/cybercrime-and-digital-threats/hackers-exploit-instagram-api-flaw-to-steal-information-from-verified-users,Hackers Exploit Instagram API Flaw to Steal Information from Verified Users  ,Hackers abused a bug in Instagram’s API and gained access to prominent users’ contact information. The company confirmed that email addresses and phone numbers were stolen.   
46,/vinfo/us/security/news/cybercrime-and-digital-threats/facebook-instagram-and-tinder-were-down-what-this-means-for-you,"Facebook, Instagram, and Tinder Were Down: What This Means for You","Facebook, Instagram, Tinder, and other sites were down for about an hour. Facebook is back up now and has sent a brief word  of how a change in infrastructure configuration could have caused the outage."
47,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
48,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
49,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
50,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
51,https://www.securityweek.com/facebook-instagram-suffer-outage-deny-hacker-attack,"Facebook, Instagram Suffer Outage but Deny Hacker Attack","An an outage at Facebook on Jan. 26 was not the result of a third party attack, Facebook said, but occurred after the company introduced a change that affected its configuration systems.  [Read More]"
52,https://www.securityweek.com/instagram-patches-privacy-vulnerability-exposed-private-photos,Instagram Patches Privacy Vulnerability That Exposed Private Photos,"A security published an advisory, detailing what he called a vulnerability that made it possible to gain access to private photo albums and profile information.  [Read More]"
53,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
54,https://www.securityweek.com/instagram-yields-user-outrage-over-privacy-policy-change,Instagram Yields to User Outrage Over Privacy Policy Change,"Instagram backed down from a planned policy change that appeared to clear the way for the mobile photo sharing service to sell pictures without compensation, after users cried foul.  [Read More]"
55,/vinfo/us/security/news/cybercrime-and-digital-threats/hackers-exploit-instagram-api-flaw-to-steal-information-from-verified-users,Hackers Exploit Instagram API Flaw to Steal Information from Verified Users  ,Hackers abused a bug in Instagram’s API and gained access to prominent users’ contact information. The company confirmed that email addresses and phone numbers were stolen.   
56,/vinfo/us/security/news/cybercrime-and-digital-threats/facebook-instagram-and-tinder-were-down-what-this-means-for-you,"Facebook, Instagram, and Tinder Were Down: What This Means for You","Facebook, Instagram, Tinder, and other sites were down for about an hour. Facebook is back up now and has sent a brief word  of how a change in infrastructure configuration could have caused the outage."
57,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
58,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
59,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
60,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
61,https://www.securityweek.com/facebook-instagram-suffer-outage-deny-hacker-attack,"Facebook, Instagram Suffer Outage but Deny Hacker Attack","An an outage at Facebook on Jan. 26 was not the result of a third party attack, Facebook said, but occurred after the company introduced a change that affected its configuration systems.  [Read More]"
62,https://www.securityweek.com/instagram-patches-privacy-vulnerability-exposed-private-photos,Instagram Patches Privacy Vulnerability That Exposed Private Photos,"A security published an advisory, detailing what he called a vulnerability that made it possible to gain access to private photo albums and profile information.  [Read More]"
63,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
64,https://www.securityweek.com/instagram-yields-user-outrage-over-privacy-policy-change,Instagram Yields to User Outrage Over Privacy Policy Change,"Instagram backed down from a planned policy change that appeared to clear the way for the mobile photo sharing service to sell pictures without compensation, after users cried foul.  [Read More]"
65,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
66,https://www.securityweek.com/instagram-gets-two-factor-authentication,Instagram Gets Two-Factor Authentication,"Instagram, Facebook’s mobile photo-sharing and video sharing service, is finally getting a long requested security feature; two-factor authentication.  [Read More]"
67,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
68,/vinfo/us/security/news/cybercrime-and-digital-threats/hackers-exploit-instagram-api-flaw-to-steal-information-from-verified-users,Hackers Exploit Instagram API Flaw to Steal Information from Verified Users  ,Hackers abused a bug in Instagram’s API and gained access to prominent users’ contact information. The company confirmed that email addresses and phone numbers were stolen.   
69,/vinfo/us/security/news/cybercrime-and-digital-threats/facebook-instagram-and-tinder-were-down-what-this-means-for-you,"Facebook, Instagram, and Tinder Were Down: What This Means for You","Facebook, Instagram, Tinder, and other sites were down for about an hour. Facebook is back up now and has sent a brief word  of how a change in infrastructure configuration could have caused the outage."
70,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
71,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
72,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
73,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
74,https://www.securityweek.com/facebook-instagram-suffer-outage-deny-hacker-attack,"Facebook, Instagram Suffer Outage but Deny Hacker Attack","An an outage at Facebook on Jan. 26 was not the result of a third party attack, Facebook said, but occurred after the company introduced a change that affected its configuration systems.  [Read More]"
75,https://www.securityweek.com/instagram-patches-privacy-vulnerability-exposed-private-photos,Instagram Patches Privacy Vulnerability That Exposed Private Photos,"A security published an advisory, detailing what he called a vulnerability that made it possible to gain access to private photo albums and profile information.  [Read More]"
76,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
77,https://www.securityweek.com/instagram-yields-user-outrage-over-privacy-policy-change,Instagram Yields to User Outrage Over Privacy Policy Change,"Instagram backed down from a planned policy change that appeared to clear the way for the mobile photo sharing service to sell pictures without compensation, after users cried foul.  [Read More]"
78,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
79,https://www.securityweek.com/instagram-gets-two-factor-authentication,Instagram Gets Two-Factor Authentication,"Instagram, Facebook’s mobile photo-sharing and video sharing service, is finally getting a long requested security feature; two-factor authentication.  [Read More]"
80,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
81,/vinfo/us/security/news/cybercrime-and-digital-threats/hackers-exploit-instagram-api-flaw-to-steal-information-from-verified-users,Hackers Exploit Instagram API Flaw to Steal Information from Verified Users  ,Hackers abused a bug in Instagram’s API and gained access to prominent users’ contact information. The company confirmed that email addresses and phone numbers were stolen.   
82,/vinfo/us/security/news/cybercrime-and-digital-threats/facebook-instagram-and-tinder-were-down-what-this-means-for-you,"Facebook, Instagram, and Tinder Were Down: What This Means for You","Facebook, Instagram, Tinder, and other sites were down for about an hour. Facebook is back up now and has sent a brief word  of how a change in infrastructure configuration could have caused the outage."
83,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
84,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
85,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
86,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
87,https://www.securityweek.com/facebook-instagram-suffer-outage-deny-hacker-attack,"Facebook, Instagram Suffer Outage but Deny Hacker Attack","An an outage at Facebook on Jan. 26 was not the result of a third party attack, Facebook said, but occurred after the company introduced a change that affected its configuration systems.  [Read More]"
88,https://www.securityweek.com/instagram-patches-privacy-vulnerability-exposed-private-photos,Instagram Patches Privacy Vulnerability That Exposed Private Photos,"A security published an advisory, detailing what he called a vulnerability that made it possible to gain access to private photo albums and profile information.  [Read More]"
89,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
90,https://www.securityweek.com/instagram-yields-user-outrage-over-privacy-policy-change,Instagram Yields to User Outrage Over Privacy Policy Change,"Instagram backed down from a planned policy change that appeared to clear the way for the mobile photo sharing service to sell pictures without compensation, after users cried foul.  [Read More]"
91,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
92,https://www.securityweek.com/instagram-gets-two-factor-authentication,Instagram Gets Two-Factor Authentication,"Instagram, Facebook’s mobile photo-sharing and video sharing service, is finally getting a long requested security feature; two-factor authentication.  [Read More]"
93,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
94,https://www.securityweek.com/hackers-sell-celebrity-info-obtained-instagram-hack,Hackers Sell Celebrity Info Obtained in Instagram Hack,Hackers are selling phone numbers and email addresses of millions of celebrities and other high profile Instagram users  [Read More]
95,https://www.securityweek.com/flaws-allowed-hackers-brute-force-instagram-accounts,Flaws Allowed Hackers to Brute-Force Instagram Accounts,"A researcher received $5,000 from Facebook after finding a couple of vulnerabilities that could have been exploited to brute-force Instagram accounts  [Read More]"
96,https://www.securityweek.com/facebook-threatens-researcher-over-instagram-hack,"Facebook, Researcher Quarrel Over Instagram Hack",Researcher discloses serious Instagram vulnerabilities after being threatened by Facebook  [Read More]
97,https://www.securityweek.com/instagram-app-exposes-users-man-middle-attacks-researcher,Instagram App Exposes Users to Man-in-the-Middle Attacks: Researcher,A researcher posts details of a situation affecting the Instagram app for iOS that could leave users susceptible to man-in-the-middle attacks.  [Read More]
98,https://www.securityweek.com/instagram-patches-privacy-vulnerability-exposed-private-photos,Instagram Patches Privacy Vulnerability That Exposed Private Photos,"A security published an advisory, detailing what he called a vulnerability that made it possible to gain access to private photo albums and profile information.  [Read More]"
99,https://www.securityweek.com/turla-malware-obtains-cc-address-instagram-comments,Turla Malware Obtains C&C Address From Instagram Comments,Backdoor used by the Russia-linked cyberespionage group Turla obtains the address of its C&C server from comments posted to Instagram  [Read More]
